Loc,DateOfMonth,Weekday,Hour,NoOfBookings
14,12,5,23,422106
14,13,6,0,422693
14,13,6,1,423148
14,13,6,2,423432
14,13,6,3,423580
14,13,6,4,423674
14,13,6,5,423735
14,13,6,6,423789
14,13,6,7,423868
14,13,6,8,423967
14,13,6,9,424085
14,13,6,10,424248
14,13,6,11,424426
14,13,6,12,424627
14,13,6,13,424851
14,13,6,14,425128
14,13,6,15,425407
14,13,6,16,425718
14,13,6,17,426078
14,13,6,18,426411
14,13,6,19,426710
14,13,6,20,426962
14,13,6,21,427183
14,13,6,22,427432
14,13,6,23,427602
14,14,0,0,427693
14,14,0,1,427742
14,14,0,2,427764
14,14,0,3,427783
14,14,0,4,427840
14,14,0,5,427942
14,14,0,6,428102
14,14,0,7,428383
14,14,0,8,428765
14,14,0,9,429070
14,14,0,10,429255
14,14,0,11,429432
14,14,0,12,429600
14,14,0,13,429808
14,14,0,14,430027
14,14,0,15,430324
14,14,0,16,430695
14,14,0,17,431116
14,14,0,18,431491
14,14,0,19,431777
14,14,0,20,432051
14,14,0,21,432348
14,14,0,22,432611
14,14,0,23,432811
14,15,1,0,432921
14,15,1,1,432987
14,15,1,2,433018
14,15,1,3,433044
14,15,1,4,433083
14,15,1,5,433138
14,15,1,6,433252
14,15,1,7,433500
14,15,1,8,433922
14,15,1,9,434291
14,15,1,10,434569
14,15,1,11,434859
14,15,1,12,435159
14,15,1,13,435434
14,15,1,14,435757
14,15,1,15,436110
14,15,1,16,436516
14,15,1,17,437131
14,15,1,18,437837
14,15,1,19,438561
14,15,1,20,439294
14,15,1,21,440024
14,15,1,22,440676
14,15,1,23,441120
14,16,2,0,441381
14,16,2,1,441477
14,16,2,2,441516
14,16,2,3,441547
14,16,2,4,441590
14,16,2,5,441662
14,16,2,6,441807
14,16,2,7,442108
14,16,2,8,442500
14,16,2,9,442895
14,16,2,10,443158
14,16,2,11,443387
14,16,2,12,443608
14,16,2,13,443848
14,16,2,14,444114
14,16,2,15,444446
14,16,2,16,444888
14,16,2,17,445434
14,16,2,18,446027
14,16,2,19,446557
14,16,2,20,447046
14,16,2,21,447517
14,16,2,22,448001
14,16,2,23,448309
14,17,3,0,448520
14,17,3,1,448629
14,17,3,2,448679
14,17,3,3,448725
14,17,3,4,448778
14,17,3,5,448863
14,17,3,6,449014
14,17,3,7,449342
14,17,3,8,449758
14,17,3,9,450122
14,17,3,10,450371
14,17,3,11,450619
14,17,3,12,450875
14,17,3,13,451139
14,17,3,14,451483
14,17,3,15,451867
14,17,3,16,452322
14,17,3,17,452913
14,17,3,18,453566
14,17,3,19,454221
14,17,3,20,454828
14,17,3,21,455401
14,17,3,22,455986
14,17,3,23,456516
14,18,4,0,456825
14,18,4,1,456997
14,18,4,2,457091
14,18,4,3,457146
14,18,4,4,457228
14,18,4,5,457326
14,18,4,6,457447
14,18,4,7,457621
14,18,4,8,457883
14,18,4,9,458159
14,18,4,10,458417
14,18,4,11,458643
14,18,4,12,458900
14,18,4,13,459168
14,18,4,14,459469
14,18,4,15,459805
14,18,4,16,460270
14,18,4,17,460789
14,18,4,18,461301
14,18,4,19,461831
14,18,4,20,462292
14,18,4,21,462743
14,18,4,22,463192
14,18,4,23,463708
14,19,5,0,464114
14,19,5,1,464387
14,19,5,2,464581
14,19,5,3,464712
14,19,5,4,464812
14,19,5,5,464868
14,19,5,6,464928
14,19,5,7,464998
14,19,5,8,465084
14,19,5,9,465195
14,19,5,10,465351
14,19,5,11,465528
14,19,5,12,465735
14,19,5,13,465979
14,19,5,14,466199
14,19,5,15,466465
14,19,5,16,466811
14,19,5,17,467191
14,19,5,18,467594
14,19,5,19,467993
14,19,5,20,468398
14,19,5,21,468732
14,19,5,22,469109
14,19,5,23,469549
14,20,6,0,469889
14,20,6,1,470111
14,20,6,2,470290
14,20,6,3,470411
14,20,6,4,470501
14,20,6,5,470557
14,20,6,6,470615
14,20,6,7,470671
14,20,6,8,470748
14,20,6,9,470855
14,20,6,10,471039
14,20,6,11,471241
14,20,6,12,471454
14,20,6,13,471685
14,20,6,14,471925
14,20,6,15,472176
14,20,6,16,472478
14,20,6,17,472772
14,20,6,18,473033
14,20,6,19,473304
14,20,6,20,473605
14,20,6,21,473866
14,20,6,22,474120
14,20,6,23,474289
14,21,0,0,474387
14,21,0,1,474442
14,21,0,2,474475
14,21,0,3,474502
14,21,0,4,474561
14,21,0,5,474670
14,21,0,6,474851
14,21,0,7,475142
14,21,0,8,475514
14,21,0,9,475819
14,21,0,10,476029
14,21,0,11,476205
14,21,0,12,476388
14,21,0,13,476556
14,21,0,14,476768
14,21,0,15,477051
14,21,0,16,477383
14,21,0,17,477778
14,21,0,18,478186
14,21,0,19,478507
14,21,0,20,478832
14,21,0,21,479112
14,21,0,22,479348
14,21,0,23,479519
14,22,1,0,479645
14,22,1,1,479715
14,22,1,2,479742
14,22,1,3,479770
14,22,1,4,479813
14,22,1,5,479901
14,22,1,6,480039
14,22,1,7,480333
14,22,1,8,480715
14,22,1,9,481022
14,22,1,10,481231
14,22,1,11,481436
14,22,1,12,481630
14,22,1,13,481816
14,22,1,14,482050
14,22,1,15,482357
14,22,1,16,482867
14,22,1,17,483477
14,22,1,18,484070
14,22,1,19,484594
14,22,1,20,485063
14,22,1,21,485494
14,22,1,22,485886
14,22,1,23,486121
14,23,2,0,486257
14,23,2,1,486331
14,23,2,2,486366
14,23,2,3,486391
14,23,2,4,486427
14,23,2,5,486521
14,23,2,6,486683
14,23,2,7,487010
14,23,2,8,487427
14,23,2,9,487818
14,23,2,10,488079
14,23,2,11,488361
14,23,2,12,488599
14,23,2,13,488851
14,23,2,14,489131
14,23,2,15,489491
14,23,2,16,489961
14,23,2,17,490535
14,23,2,18,491217
14,23,2,19,491773
14,23,2,20,492354
14,23,2,21,492953
14,23,2,22,493459
14,23,2,23,493815
14,24,3,0,493997
14,24,3,1,494064
14,24,3,2,494116
14,24,3,3,494160
14,24,3,4,494216
14,24,3,5,494310
14,24,3,6,494484
14,24,3,7,494822
14,24,3,8,495262
14,24,3,9,495660
14,24,3,10,495963
14,24,3,11,496212
14,24,3,12,496478
14,24,3,13,496763
14,24,3,14,497106
14,24,3,15,497510
14,24,3,16,498034
14,24,3,17,498663
14,24,3,18,499411
14,24,3,19,500113
14,24,3,20,500762
14,24,3,21,501432
14,24,3,22,502111
14,24,3,23,502642
14,25,4,0,502935
14,25,4,1,503054
14,25,4,2,503123
14,25,4,3,503165
14,25,4,4,503226
14,25,4,5,503313
14,25,4,6,503473
14,25,4,7,503785
14,25,4,8,504168
14,25,4,9,504547
14,25,4,10,504838
14,25,4,11,505089
14,25,4,12,505348
14,25,4,13,505637
14,25,4,14,505957
14,25,4,15,506360
14,25,4,16,506905
14,25,4,17,507509
14,25,4,18,508168
14,25,4,19,508924
14,25,4,20,509554
14,25,4,21,510119
14,25,4,22,510853
14,25,4,23,511669
14,26,5,0,512397
14,26,5,1,512792
14,26,5,2,513260
14,26,5,3,513557
14,26,5,4,513733
14,26,5,5,513831
14,26,5,6,513921
14,26,5,7,514016
14,26,5,8,514149
14,26,5,9,514326
14,26,5,10,514534
14,26,5,11,514743
14,26,5,12,515017
14,26,5,13,515261
14,26,5,14,515550
14,26,5,15,515911
14,26,5,16,516439
14,26,5,17,517124
14,26,5,18,517821
14,26,5,19,518565
14,26,5,20,519249
14,26,5,21,519815
14,26,5,22,520476
14,26,5,23,521171
14,27,6,0,521807
14,27,6,1,522306
14,27,6,2,522627
14,27,6,3,522805
14,27,6,4,522906
14,27,6,5,522968
14,27,6,6,523031
14,27,6,7,523108
14,27,6,8,523201
14,27,6,9,523337
14,27,6,10,523512
14,27,6,11,523729
14,27,6,12,523956
14,27,6,13,524195
14,27,6,14,524474
14,27,6,15,524814
14,27,6,16,525162
14,27,6,17,525530
14,27,6,18,525852
14,27,6,19,526114
14,27,6,20,526369
14,27,6,21,526613
14,27,6,22,526848
14,27,6,23,527025
14,28,0,0,527142
14,28,0,1,527218
14,28,0,2,527251
14,28,0,3,527277
14,28,0,4,527351
14,28,0,5,527462
14,28,0,6,527656
14,28,0,7,527975
14,28,0,8,528388
14,28,0,9,528713
14,28,0,10,528949
14,28,0,11,529142
14,28,0,12,529326
14,28,0,13,529526
14,28,0,14,529749
14,28,0,15,530014
14,28,0,16,530391
14,28,0,17,530810
14,28,0,18,531299
14,28,0,19,531658
14,28,0,20,531963
14,28,0,21,532341
14,28,0,22,532656
14,28,0,23,532815
14,29,1,0,532933
14,29,1,1,532994
14,29,1,2,533035
14,29,1,3,533065
14,29,1,4,533104
14,29,1,5,533175
14,29,1,6,533321
14,29,1,7,533649
14,29,1,8,534097
14,29,1,9,534475
14,29,1,10,534724
14,29,1,11,534954
14,29,1,12,535149
14,29,1,13,535381
14,29,1,14,535736
14,29,1,15,536207
14,29,1,16,536818
14,29,1,17,537531
14,29,1,18,538371
14,29,1,19,539011
14,29,1,20,539592
14,29,1,21,540192
14,29,1,22,540808
14,29,1,23,541119
14,30,2,0,541281
14,30,2,1,541363
14,30,2,2,541410
14,30,2,3,541441
14,30,2,4,541496
14,30,2,5,541580
14,30,2,6,541785
14,30,2,7,542193
14,30,2,8,542735
14,30,2,9,543330
14,30,2,10,543840
14,30,2,11,544334
14,30,2,12,544854
14,30,2,13,545414
14,30,2,14,545967
14,30,2,15,546646
14,30,2,16,547524
14,30,2,17,548504
14,30,2,18,549530
14,30,2,19,550605
14,30,2,20,551645
14,30,2,21,552684
14,30,2,22,553558
14,30,2,23,554232
14,1,1,0,554608
14,1,1,1,554613
14,1,1,2,554617
14,1,1,3,554618
14,1,1,4,554619
14,1,1,5,554625
14,1,1,6,554634
14,1,1,7,554648
14,1,1,8,554668
14,1,1,9,554681
14,1,1,10,554692
14,1,1,11,554701
14,1,1,12,554715
14,1,1,13,554728
14,1,1,14,554739
14,1,1,15,554759
14,1,1,16,554781
14,1,1,17,554808
14,1,1,18,554839
14,1,1,19,554858
14,1,1,20,554881
14,1,1,21,554895
14,1,1,22,554915
14,1,1,23,554924
14,2,2,0,554931
14,2,2,1,554934
14,2,2,2,554937
14,2,2,3,554938
14,2,2,4,554940
14,2,2,5,554944
14,2,2,6,554949
14,2,2,7,554959
14,2,2,8,554980
14,2,2,9,554996
14,2,2,10,555008
14,2,2,11,555025
14,2,2,12,555033
14,2,2,13,555046
14,2,2,14,555065
14,2,2,15,555085
14,2,2,16,555112
14,2,2,17,555133
14,2,2,18,555164
14,2,2,19,555192
14,2,2,20,555207
14,2,2,21,555231
14,2,2,22,555258
14,2,2,23,555272
14,3,3,0,555276
14,3,3,1,555279
14,3,3,2,555280
14,3,3,3,555283
14,3,3,4,555284
14,3,3,5,555288
14,3,3,6,555293
14,3,3,7,555304
14,3,3,8,555318
14,3,3,9,555330
14,3,3,10,555341
14,3,3,11,555352
14,3,3,12,555361
14,3,3,13,555375
14,3,3,14,555391
14,3,3,15,555414
14,3,3,16,555441
14,3,3,17,555474
14,3,3,18,555509
14,3,3,19,555541
14,3,3,20,555567
14,3,3,21,555606
14,3,3,22,555638
14,3,3,23,555664
14,4,4,0,555681
14,4,4,1,555688
14,4,4,2,555691
14,4,4,3,555694
14,4,4,4,555696
14,4,4,5,555700
14,4,4,6,555705
14,4,4,7,555714
14,4,4,8,555738
14,4,4,9,555759
14,4,4,10,555773
14,4,4,11,555781
14,4,4,12,555793
14,4,4,13,555801
14,4,4,14,555816
14,4,4,15,555841
14,4,4,16,555870
14,4,4,17,555900
14,4,4,18,555944
14,4,4,19,555984
14,4,4,20,556015
14,4,4,21,556051
14,4,4,22,556100
14,4,4,23,556138
14,5,5,0,556165
14,5,5,1,556182
14,5,5,2,556191
14,5,5,3,556194
14,5,5,4,556197
14,5,5,5,556198
14,5,5,6,556200
14,5,5,7,556204
14,5,5,8,556210
14,5,5,9,556219
14,5,5,10,556230
14,5,5,11,556237
14,5,5,12,556247
14,5,5,13,556257
14,5,5,14,556268
14,5,5,15,556284
14,5,5,16,556305
14,5,5,17,556332
14,5,5,18,556363
14,5,5,19,556396
14,5,5,20,556422
14,5,5,21,556448
14,5,5,22,556473
14,5,5,23,556505
14,6,6,0,556538
14,6,6,1,556560
14,6,6,2,556575
14,6,6,3,556579
14,6,6,4,556581
14,6,6,5,556583
14,6,6,6,556586
14,6,6,7,556587
14,6,6,8,556591
14,6,6,9,556593
14,6,6,10,556598
14,6,6,11,556605
14,6,6,12,556612
14,6,6,13,556622
14,6,6,14,556635
14,6,6,15,556646
14,6,6,16,556663
14,6,6,17,556675
14,6,6,18,556683
14,6,6,19,556700
14,6,6,20,556716
14,6,6,21,556724
14,6,6,22,556735
14,6,6,23,556745
14,7,0,0,556748
14,7,0,1,556749
14,7,0,4,556750
14,7,0,5,556751
14,7,0,6,556753
14,7,0,7,556760
14,7,0,8,556771
14,7,0,9,556777
14,7,0,10,556787
14,7,0,11,556799
14,7,0,12,556808
14,7,0,13,556817
14,7,0,14,556830
14,7,0,15,556846
14,7,0,16,556862
14,7,0,17,556891
14,7,0,18,556929
14,7,0,19,556956
14,7,0,20,556979
14,7,0,21,557000
14,7,0,22,557017
14,7,0,23,557036
14,8,1,0,557040
14,8,1,4,557044
14,8,1,5,557045
14,8,1,6,557049
14,8,1,7,557058
14,8,1,8,557072
14,8,1,9,557087
14,8,1,10,557097
14,8,1,11,557109
14,8,1,12,557116
14,8,1,13,557123
14,8,1,14,557137
14,8,1,15,557148
14,8,1,16,557180
14,8,1,17,557201
14,8,1,18,557231
14,8,1,19,557251
14,8,1,20,557265
14,8,1,21,557286
14,8,1,22,557303
14,8,1,23,557310
14,9,2,0,557316
14,9,2,2,557318
14,9,2,3,557319
14,9,2,4,557321
14,9,2,5,557323
14,9,2,6,557329
14,9,2,7,557343
14,9,2,8,557363
14,9,2,9,557375
14,9,2,10,557382
14,9,2,11,557391
14,9,2,12,557400
14,9,2,13,557416
14,9,2,14,557432
14,9,2,15,557452
14,9,2,16,557472
14,9,2,17,557501
14,9,2,18,557533
14,9,2,19,557552
14,9,2,20,557580
14,9,2,21,557600
14,9,2,22,557621
14,9,2,23,557635
14,10,3,0,557641
14,10,3,1,557645
14,10,3,2,557647
14,10,3,3,557648
14,10,3,4,557653
14,10,3,5,557654
14,10,3,6,557657
14,10,3,7,557666
14,10,3,8,557688
14,10,3,9,557706
14,10,3,10,557712
14,10,3,11,557719
14,10,3,12,557730
14,10,3,13,557743
14,10,3,14,557761
14,10,3,15,557783
14,10,3,16,557808
14,10,3,17,557835
14,10,3,18,557867
14,10,3,19,557901
14,10,3,20,557927
14,10,3,21,557950
14,10,3,22,557980
14,10,3,23,558001
14,11,4,0,558013
14,11,4,1,558024
14,11,4,2,558027
14,11,4,3,558028
14,11,4,4,558030
14,11,4,5,558032
14,11,4,6,558035
14,11,4,7,558044
14,11,4,8,558057
14,11,4,9,558068
14,11,4,10,558078
14,11,4,11,558082
14,11,4,12,558088
14,11,4,13,558100
14,11,4,14,558116
14,11,4,15,558132
14,11,4,16,558150
14,11,4,17,558176
14,11,4,18,558203
14,11,4,19,558227
14,11,4,20,558249
14,11,4,21,558263
14,11,4,22,558284
14,11,4,23,558309
14,12,5,0,558331
14,12,5,1,558338
14,12,5,2,558346
14,12,5,3,558354
14,12,5,4,558357
14,12,5,5,558361
14,12,5,6,558366
14,12,5,7,558368
14,12,5,8,558375
14,12,5,9,558380
14,12,5,10,558386
14,12,5,11,558399
14,12,5,12,558409
14,12,5,13,558421
14,12,5,14,558438
14,12,5,15,558458
14,12,5,16,558481
14,12,5,17,558509
14,12,5,18,558537
14,12,5,19,558580
14,12,5,20,558601
14,12,5,21,558620
14,12,5,22,558650
14,12,5,23,558681
14,13,6,0,558699
14,13,6,1,558720
14,13,6,2,558727
14,13,6,3,558732
14,13,6,4,558738
14,13,6,5,558740
14,13,6,6,558741
14,13,6,7,558743
14,13,6,8,558746
14,13,6,9,558749
14,13,6,10,558757
14,13,6,11,558766
14,13,6,12,558775
14,13,6,13,558781
14,13,6,14,558789
14,13,6,15,558803
14,13,6,16,558822
14,13,6,17,558839
14,13,6,18,558855
14,13,6,19,558868
14,13,6,20,558874
14,13,6,21,558887
14,13,6,22,558894
14,13,6,23,558903
14,14,0,0,558909
14,14,0,2,558910
14,14,0,3,558911
14,14,0,4,558912
14,14,0,5,558916
14,14,0,6,558920
14,14,0,7,558930
14,14,0,8,558944
14,14,0,9,558956
14,14,0,10,558965
14,14,0,11,558974
15,14,0,12,558986
15,14,0,13,558994
15,14,0,14,559005
15,14,0,15,559017
15,14,0,16,559038
15,14,0,17,559060
15,14,0,18,559082
15,14,0,19,559096
15,14,0,20,559107
15,14,0,21,559121
15,14,0,22,559138
15,14,0,23,559147
15,15,1,0,559152
15,15,1,1,559153
15,15,1,3,559154
15,15,1,4,559155
15,15,1,5,559159
15,15,1,6,559162
15,15,1,7,559169
15,15,1,8,559181
15,15,1,9,559187
15,15,1,10,559196
15,15,1,11,559207
15,15,1,12,559216
15,15,1,13,559225
15,15,1,14,559242
15,15,1,15,559256
15,15,1,16,559279
15,15,1,17,559314
15,15,1,18,559353
15,15,1,19,559382
15,15,1,20,559407
15,15,1,21,559433
15,15,1,22,559452
15,15,1,23,559468
15,16,2,0,559480
15,16,2,1,559482
15,16,2,2,559483
15,16,2,3,559484
15,16,2,4,559486
15,16,2,5,559488
15,16,2,6,559493
15,16,2,7,559501
15,16,2,8,559513
15,16,2,9,559527
15,16,2,10,559539
15,16,2,11,559544
15,16,2,12,559554
15,16,2,13,559570
15,16,2,14,559582
15,16,2,15,559599
15,16,2,16,559618
15,16,2,17,559643
15,16,2,18,559675
15,16,2,19,559698
15,16,2,20,559716
15,16,2,21,559735
15,16,2,22,559754
15,16,2,23,559768
15,17,3,0,559772
15,17,3,1,559775
15,17,3,2,559776
15,17,3,3,559780
15,17,3,4,559781
15,17,3,5,559784
15,17,3,6,559791
15,17,3,7,559801
15,17,3,8,559818
15,17,3,9,559832
15,17,3,10,559844
15,17,3,11,559856
15,17,3,12,559871
15,17,3,13,559888
15,17,3,14,559904
15,17,3,15,559922
15,17,3,16,559948
15,17,3,17,559979
15,17,3,18,560007
15,17,3,19,560036
15,17,3,20,560061
15,17,3,21,560080
15,17,3,22,560103
15,17,3,23,560125
15,18,4,0,560136
15,18,4,1,560141
15,18,4,2,560145
15,18,4,4,560146
15,18,4,5,560149
15,18,4,6,560154
15,18,4,7,560160
15,18,4,8,560173
15,18,4,9,560189
15,18,4,10,560201
15,18,4,11,560209
15,18,4,12,560221
15,18,4,13,560235
15,18,4,14,560250
15,18,4,15,560265
15,18,4,16,560296
15,18,4,17,560327
15,18,4,18,560338
15,18,4,19,560362
15,18,4,20,560389
15,18,4,21,560409
15,18,4,22,560436
15,18,4,23,560464
15,19,5,0,560486
15,19,5,1,560499
15,19,5,2,560506
15,19,5,3,560511
15,19,5,4,560513
15,19,5,5,560515
15,19,5,6,560516
15,19,5,7,560517
15,19,5,8,560521
15,19,5,9,560530
15,19,5,10,560537
15,19,5,11,560545
15,19,5,12,560555
15,19,5,13,560567
15,19,5,14,560575
15,19,5,15,560589
15,19,5,16,560603
15,19,5,17,560622
15,19,5,18,560636
15,19,5,19,560651
15,19,5,20,560667
15,19,5,21,560677
15,19,5,22,560696
15,19,5,23,560714
15,20,6,0,560735
15,20,6,1,560746
15,20,6,2,560760
15,20,6,3,560763
15,20,6,4,560767
15,20,6,5,560769
15,20,6,6,560770
15,20,6,7,560772
15,20,6,8,560776
15,20,6,9,560782
15,20,6,10,560788
15,20,6,11,560797
15,20,6,12,560807
15,20,6,13,560817
15,20,6,14,560827
15,20,6,15,560843
15,20,6,16,560866
15,20,6,17,560887
15,20,6,18,560899
15,20,6,19,560908
15,20,6,20,560925
15,20,6,21,560940
15,20,6,22,560959
15,20,6,23,560972
15,21,0,0,560980
15,21,0,1,560983
15,21,0,2,560984
15,21,0,3,560986
15,21,0,4,560990
15,21,0,5,560996
15,21,0,6,561003
15,21,0,7,561015
15,21,0,8,561025
15,21,0,9,561031
15,21,0,10,561039
15,21,0,11,561042
15,21,0,12,561048
15,21,0,13,561056
15,21,0,14,561062
15,21,0,15,561074
15,21,0,16,561091
15,21,0,17,561117
15,21,0,18,561140
15,21,0,19,561149
15,21,0,20,561158
15,21,0,21,561167
15,21,0,22,561177
15,21,0,23,561188
15,22,1,0,561194
15,22,1,1,561200
15,22,1,2,561203
15,22,1,3,561206
15,22,1,4,561208
15,22,1,5,561212
15,22,1,6,561216
15,22,1,7,561222
15,22,1,8,561237
15,22,1,9,561248
15,22,1,10,561252
15,22,1,11,561257
15,22,1,12,561266
15,22,1,13,561277
15,22,1,14,561287
15,22,1,15,561298
15,22,1,16,561325
15,22,1,17,561349
15,22,1,18,561373
15,22,1,19,561394
15,22,1,20,561413
15,22,1,21,561433
15,22,1,22,561448
15,22,1,23,561460
15,23,2,0,561468
15,23,2,1,561469
15,23,2,3,561470
15,23,2,4,561473
15,23,2,5,561475
15,23,2,6,561481
15,23,2,7,561491
15,23,2,8,561503
15,23,2,9,561513
15,23,2,10,561522
15,23,2,11,561534
15,23,2,12,561545
15,23,2,13,561555
15,23,2,14,561568
15,23,2,15,561583
15,23,2,16,561601
15,23,2,17,561636
15,23,2,18,561672
15,23,2,19,561704
15,23,2,20,561730
15,23,2,21,561759
15,23,2,22,561791
15,23,2,23,561806
15,24,3,0,561819
15,24,3,1,561823
15,24,3,3,561826
15,24,3,4,561830
15,24,3,5,561831
15,24,3,6,561834
15,24,3,7,561843
15,24,3,8,561859
15,24,3,9,561874
15,24,3,10,561883
15,24,3,11,561895
15,24,3,12,561912
15,24,3,13,561922
15,24,3,14,561934
15,24,3,15,561954
15,24,3,16,561983
15,24,3,17,562017
15,24,3,18,562049
15,24,3,19,562084
15,24,3,20,562111
15,24,3,21,562145
15,24,3,22,562184
15,24,3,23,562219
15,25,4,0,562232
15,25,4,1,562240
15,25,4,2,562243
15,25,4,4,562245
15,25,4,5,562248
15,25,4,6,562250
15,25,4,7,562263
15,25,4,8,562277
15,25,4,9,562285
15,25,4,10,562291
15,25,4,11,562298
15,25,4,12,562308
15,25,4,13,562321
15,25,4,14,562331
15,25,4,15,562342
15,25,4,16,562366
15,25,4,17,562390
15,25,4,18,562425
15,25,4,19,562453
15,25,4,20,562478
15,25,4,21,562501
15,25,4,22,562529
15,25,4,23,562558
15,26,5,0,562594
15,26,5,1,562600
15,26,5,2,562624
15,26,5,3,562639
15,26,5,4,562650
15,26,5,5,562654
15,26,5,6,562656
15,26,5,7,562662
15,26,5,8,562674
15,26,5,9,562682
15,26,5,10,562691
15,26,5,11,562700
15,26,5,12,562719
15,26,5,13,562733
15,26,5,14,562749
15,26,5,15,562772
15,26,5,16,562804
15,26,5,17,562835
15,26,5,18,562867
15,26,5,19,562901
15,26,5,20,562931
15,26,5,21,562952
15,26,5,22,562980
15,26,5,23,563013
15,27,6,0,563039
15,27,6,1,563068
15,27,6,2,563082
15,27,6,3,563091
15,27,6,4,563095
15,27,6,5,563098
15,27,6,6,563099
15,27,6,7,563101
15,27,6,8,563105
15,27,6,9,563112
15,27,6,10,563116
15,27,6,11,563125
15,27,6,12,563134
15,27,6,13,563142
15,27,6,14,563156
15,27,6,15,563168
15,27,6,16,563184
15,27,6,17,563203
15,27,6,18,563222
15,27,6,19,563232
15,27,6,20,563242
15,27,6,21,563251
15,27,6,22,563263
15,27,6,23,563274
15,28,0,0,563278
16,28,0,1,563279
16,28,0,2,563280
16,28,0,3,563282
16,28,0,4,563284
16,28,0,5,563286
16,28,0,6,563291
16,28,0,7,563302
16,28,0,8,563313
16,28,0,9,563325
16,28,0,10,563332
16,28,0,11,563337
16,28,0,12,563351
16,28,0,13,563362
16,28,0,14,563371
16,28,0,15,563384
16,28,0,16,563397
16,28,0,17,563417
16,28,0,18,563440
16,28,0,19,563454
16,28,0,20,563471
16,28,0,21,563490
16,28,0,22,563502
16,28,0,23,563515
16,29,1,0,563524
16,29,1,1,563530
16,29,1,3,563531
16,29,1,4,563535
16,29,1,5,563537
16,29,1,6,563540
16,29,1,7,563541
16,29,1,8,563554
16,29,1,9,563568
16,29,1,10,563576
16,29,1,11,563588
16,29,1,12,563599
16,29,1,13,563608
16,29,1,14,563624
16,29,1,15,563645
16,29,1,16,563680
16,29,1,17,563715
16,29,1,18,563759
16,29,1,19,563792
16,29,1,20,563819
16,29,1,21,563849
16,29,1,22,563885
16,29,1,23,563903
16,30,2,0,563910
16,30,2,1,563913
16,30,2,2,563914
16,30,2,3,563917
16,30,2,4,563918
16,30,2,5,563921
16,30,2,6,563931
16,30,2,7,563949
16,30,2,8,563972
16,30,2,9,563994
16,30,2,10,564009
16,30,2,11,564033
16,30,2,12,564054
16,30,2,13,564079
16,30,2,14,564109
16,30,2,15,564144
16,30,2,16,564187
16,30,2,17,564238
16,30,2,18,564286
16,30,2,19,564339
16,30,2,20,564392
16,30,2,21,564444
16,30,2,22,564482
16,30,2,23,564506
